reporting_unit,municipality,contest,candidate,votes,county,ctv
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,COUNTY TREASURER,COUNTY TREASURER SCATTERING,0,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,REGISTER OF DEEDS,ANDREA L. NOETHE,358,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,0,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,ELIGIBILITY TO VOTE,YES,303,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,ELIGIBILITY TO VOTE,NO,74,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,0,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,0,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF SOUTH LANCASTER WARDS 1-2,SOUTH LANCASTER,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,T
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,KAMALA D. HARRIS TIM WALZ,91,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,DONALD J. TRUMP JD VANCE,132,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,JILL STEIN RUDOLPH WARE,1,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",1,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,PETER SONSKI,0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PRESIDENT,PRESIDENTSCATTERING,0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,SENATOR,TAMMY BALDWIN,95,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,SENATOR,ERIC HOVDE,121,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,SENATOR,PHIL ANDERSON,2,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,SENATOR,THOMAS LEAGER,4,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,SENATOR,SENATOR SCATTERING,1,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,CONGRESS,REBECCA COOKE,95,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,CONGRESS,DERRICK VAN ORDEN,122,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,CONGRESS,CONGRESS SCATTERING,1,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,DIST 49,SCOTT A. WALKER,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,DIST 49,TRAVIS TRANEL,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,DIST 49,DIST 49 SCATTERING,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,DIST 51,ELIZABETH GRABE,78,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,DIST 51,TODD NOVAK,138,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,DIST 51,DIST 51 SCATTERING,3,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,DA,RYAN KIELER,178,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,DA,DA SCATTERING,5,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,COUNTY CLERK,TONYA WHITE,175,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,COUNTY CLERK,COUNTY CLERK SCATTERING,2,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,COUNTY TREASURER,CARRIE EASTLICK,177,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,COUNTY TREASURER,COUNTY TREASURER SCATTERING,2,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,REGISTER OF DEEDS,ANDREA L. NOETHE,176,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,2,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,ELIGIBILITY TO VOTE,YES,161,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,ELIGIBILITY TO VOTE,NO,55,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,V
VILLAGE OF BLUE RIVER WARD 1,BLUE RIVER,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,V
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,KAMALA D. HARRIS TIM WALZ,70,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,DONALD J. TRUMP JD VANCE,155,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,JILL STEIN RUDOLPH WARE,1,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,PETER SONSKI,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PRESIDENT,PRESIDENTSCATTERING,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,SENATOR,TAMMY BALDWIN,74,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,SENATOR,ERIC HOVDE,149,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,SENATOR,PHIL ANDERSON,2,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,SENATOR,THOMAS LEAGER,1,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,SENATOR,SENATOR SCATTERING,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,CONGRESS,REBECCA COOKE,73,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,CONGRESS,DERRICK VAN ORDEN,153,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,CONGRESS,CONGRESS SCATTERING,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,DIST 49,SCOTT A. WALKER,53,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,DIST 49,TRAVIS TRANEL,175,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,DIST 49,DIST 49 SCATTERING,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,DIST 51,ELIZABETH GRABE,NA,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,DIST 51,TODD NOVAK,NA,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,DIST 51,DIST 51 SCATTERING,NA,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,DA,RYAN KIELER,187,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,DA,DA SCATTERING,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,COUNTY CLERK,TONYA WHITE,190,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,COUNTY CLERK,COUNTY CLERK SCATTERING,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,COUNTY TREASURER,CARRIE EASTLICK,190,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,COUNTY TREASURER,COUNTY TREASURER SCATTERING,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,REGISTER OF DEEDS,ANDREA L. NOETHE,192,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,0,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,ELIGIBILITY TO VOTE,YES,184,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,ELIGIBILITY TO VOTE,NO,37,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,83,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,147,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF BLOOMINGTON WARD 1,BLOOMINGTON,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,KAMALA D. HARRIS TIM WALZ,87,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,DONALD J. TRUMP JD VANCE,173,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,JILL STEIN RUDOLPH WARE,1,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,PETER SONSKI,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PRESIDENT,PRESIDENTSCATTERING,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,SENATOR,TAMMY BALDWIN,103,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,SENATOR,ERIC HOVDE,154,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,SENATOR,PHIL ANDERSON,1,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,SENATOR,THOMAS LEAGER,1,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,SENATOR,SENATOR SCATTERING,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,CONGRESS,REBECCA COOKE,96,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,CONGRESS,DERRICK VAN ORDEN,159,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,CONGRESS,CONGRESS SCATTERING,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,DIST 49,SCOTT A. WALKER,58,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,DIST 49,TRAVIS TRANEL,200,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,DIST 49,DIST 49 SCATTERING,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,DIST 51,ELIZABETH GRABE,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,DIST 51,TODD NOVAK,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,DIST 51,DIST 51 SCATTERING,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,DA,RYAN KIELER,221,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,DA,DA SCATTERING,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,COUNTY CLERK,TONYA WHITE,227,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,COUNTY CLERK,COUNTY CLERK SCATTERING,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,COUNTY TREASURER,CARRIE EASTLICK,225,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,COUNTY TREASURER,COUNTY TREASURER SCATTERING,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,REGISTER OF DEEDS,ANDREA L. NOETHE,225,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,0,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,ELIGIBILITY TO VOTE,YES,200,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,ELIGIBILITY TO VOTE,NO,57,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF FENNIMORE WARDS 1-2,FENNIMORE,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,KAMALA D. HARRIS TIM WALZ,72,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,DONALD J. TRUMP JD VANCE,133,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,JILL STEIN RUDOLPH WARE,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",1,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,PETER SONSKI,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PRESIDENT,PRESIDENTSCATTERING,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,SENATOR,TAMMY BALDWIN,72,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,SENATOR,ERIC HOVDE,128,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,SENATOR,PHIL ANDERSON,1,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,SENATOR,THOMAS LEAGER,3,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,SENATOR,SENATOR SCATTERING,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,CONGRESS,REBECCA COOKE,74,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,CONGRESS,DERRICK VAN ORDEN,129,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,CONGRESS,CONGRESS SCATTERING,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,DIST 49,SCOTT A. WALKER,63,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,DIST 49,TRAVIS TRANEL,136,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,DIST 49,DIST 49 SCATTERING,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,DIST 51,ELIZABETH GRABE,NA,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,DIST 51,TODD NOVAK,NA,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,DIST 51,DIST 51 SCATTERING,NA,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,DA,RYAN KIELER,174,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,DA,DA SCATTERING,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,COUNTY CLERK,TONYA WHITE,176,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,COUNTY CLERK,COUNTY CLERK SCATTERING,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,COUNTY TREASURER,CARRIE EASTLICK,179,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,COUNTY TREASURER,COUNTY TREASURER SCATTERING,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,REGISTER OF DEEDS,ANDREA L. NOETHE,177,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,0,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,ELIGIBILITY TO VOTE,YES,145,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,ELIGIBILITY TO VOTE,NO,53,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF WYALUSING WARD 1,WYALUSING,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,T
