ctv,reporting_unit,contest,candidate,votes,county,municipality
V,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,169,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,4,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,7,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,97,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,177,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,MINONG
V,MINONG,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,101,WASHBURN,MINONG
V,MINONG,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,172,WASHBURN,MINONG
V,MINONG,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,MINONG
V,MINONG,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,210,WASHBURN,MINONG
V,MINONG,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,1,WASHBURN,MINONG
V,MINONG,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,243,WASHBURN,MINONG
V,MINONG,COUNTY_CLERK_ATTORNEY,SCATTERING,1,WASHBURN,MINONG
V,MINONG,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,241,WASHBURN,MINONG
V,MINONG,COUNTY_TREASURER_ATTORNEY,SCATTERING,1,WASHBURN,MINONG
V,MINONG,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,239,WASHBURN,MINONG
V,MINONG,COUNTY_REGISTER OF_DEEDS,SCATTERING,1,WASHBURN,MINONG
V,MINONG,STATE_REFERENDUM QUESTION_DEEDS,YES,221,WASHBURN,MINONG
V,MINONG,STATE_REFERENDUM QUESTION_DEEDS,NO,51,WASHBURN,MINONG
V,MINONG,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,MINONG
V,MINONG,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,MINONG
V,MINONG,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,149,WASHBURN,MINONG
V,MINONG,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,121,WASHBURN,MINONG
V,MINONG,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,MINONG
V,MINONG,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,MINONG
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,350,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,439,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,2,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,2,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,4,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,351,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,416,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,7,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,11,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,324,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,448,WASHBURN,SHELL LAKE
C,SHELL LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,SHELL LAKE
C,SHELL LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,339,WASHBURN,SHELL LAKE
C,SHELL LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,431,WASHBURN,SHELL LAKE
C,SHELL LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,SHELL LAKE
C,SHELL LAKE,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,598,WASHBURN,SHELL LAKE
C,SHELL LAKE,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,5,WASHBURN,SHELL LAKE
C,SHELL LAKE,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,638,WASHBURN,SHELL LAKE
C,SHELL LAKE,COUNTY_CLERK_ATTORNEY,SCATTERING,9,WASHBURN,SHELL LAKE
C,SHELL LAKE,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,653,WASHBURN,SHELL LAKE
C,SHELL LAKE,COUNTY_TREASURER_ATTORNEY,SCATTERING,8,WASHBURN,SHELL LAKE
C,SHELL LAKE,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,631,WASHBURN,SHELL LAKE
C,SHELL LAKE,COUNTY_REGISTER OF_DEEDS,SCATTERING,10,WASHBURN,SHELL LAKE
C,SHELL LAKE,STATE_REFERENDUM QUESTION_DEEDS,YES,569,WASHBURN,SHELL LAKE
C,SHELL LAKE,STATE_REFERENDUM QUESTION_DEEDS,NO,196,WASHBURN,SHELL LAKE
C,SHELL LAKE,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,SHELL LAKE
C,SHELL LAKE,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,SHELL LAKE
C,SHELL LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,SHELL LAKE
C,SHELL LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,SHELL LAKE
C,SHELL LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,405,WASHBURN,SHELL LAKE
C,SHELL LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,350,WASHBURN,SHELL LAKE
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,502,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,715,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,6,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,2,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,1,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,3,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",5,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),1,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,2,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,524,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,661,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,22,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,16,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,1,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,495,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,708,WASHBURN,SPOONER
C,SPOONER,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,6,WASHBURN,SPOONER
C,SPOONER,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,516,WASHBURN,SPOONER
C,SPOONER,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,691,WASHBURN,SPOONER
C,SPOONER,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,3,WASHBURN,SPOONER
C,SPOONER,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,976,WASHBURN,SPOONER
C,SPOONER,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,9,WASHBURN,SPOONER
C,SPOONER,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,1020,WASHBURN,SPOONER
C,SPOONER,COUNTY_CLERK_ATTORNEY,SCATTERING,22,WASHBURN,SPOONER
C,SPOONER,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,1018,WASHBURN,SPOONER
C,SPOONER,COUNTY_TREASURER_ATTORNEY,SCATTERING,17,WASHBURN,SPOONER
C,SPOONER,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,1019,WASHBURN,SPOONER
C,SPOONER,COUNTY_REGISTER OF_DEEDS,SCATTERING,18,WASHBURN,SPOONER
C,SPOONER,STATE_REFERENDUM QUESTION_DEEDS,YES,892,WASHBURN,SPOONER
C,SPOONER,STATE_REFERENDUM QUESTION_DEEDS,NO,320,WASHBURN,SPOONER
C,SPOONER,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,SPOONER
C,SPOONER,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,SPOONER
C,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,SPOONER
C,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,SPOONER
C,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,SPOONER
C,SPOONER,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,SPOONER
