reporting_unit,contest,votes,candidate,county,ctv,municipality
T PLAINFIELD,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,262,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,STATE REFERENDUM ELIGIBILITY TO VOTE YES,256,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,STATE REFERENDUM ELIGIBILITY TO VOTE NO,32,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,PLAINFIELD
T POY SIPPI,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,514,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,POY SIPPI
T POY SIPPI,COUNTY CLERK MEGAN KAPP REPUBLICAN,521,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,POY SIPPI
T POY SIPPI,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,517,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,POY SIPPI
T POY SIPPI,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,515,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,POY SIPPI
T POY SIPPI,STATE REFERENDUM ELIGIBILITY TO VOTE YES,493,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,POY SIPPI
T POY SIPPI,STATE REFERENDUM ELIGIBILITY TO VOTE NO,68,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,POY SIPPI
T RICHFORD,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,237,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,RICHFORD
T RICHFORD,COUNTY CLERK MEGAN KAPP REPUBLICAN,236,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,RICHFORD
T RICHFORD,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,237,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,RICHFORD
T RICHFORD,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,241,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,RICHFORD
T RICHFORD,STATE REFERENDUM ELIGIBILITY TO VOTE YES,242,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,RICHFORD
T RICHFORD,STATE REFERENDUM ELIGIBILITY TO VOTE NO,35,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,RICHFORD
T ROSE,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,346,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,ROSE
T ROSE,COUNTY CLERK MEGAN KAPP REPUBLICAN,359,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,ROSE
T ROSE,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,354,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,ROSE
T ROSE,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,356,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,ROSE
T ROSE,STATE REFERENDUM ELIGIBILITY TO VOTE YES,330,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,ROSE
T ROSE,STATE REFERENDUM ELIGIBILITY TO VOTE NO,77,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,ROSE
T SAXEVILLE,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,556,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,COUNTY CLERK MEGAN KAPP REPUBLICAN,568,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,569,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,564,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,STATE REFERENDUM ELIGIBILITY TO VOTE YES,538,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,STATE REFERENDUM ELIGIBILITY TO VOTE NO,142,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,SAXEVILLE
T SPRINGWATER,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,781,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,COUNTY CLERK MEGAN KAPP REPUBLICAN,788,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,784,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,777,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,STATE REFERENDUM ELIGIBILITY TO VOTE YES,738,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,STATE REFERENDUM ELIGIBILITY TO VOTE NO,200,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,SPRINGWATER
T WARREN,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,317,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,WARREN
T WARREN,COUNTY CLERK MEGAN KAPP REPUBLICAN,327,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,WARREN
T WARREN,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,326,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,WARREN
T WARREN,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,324,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,WARREN
T WARREN,STATE REFERENDUM ELIGIBILITY TO VOTE YES,320,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,WARREN
T WARREN,STATE REFERENDUM ELIGIBILITY TO VOTE NO,78,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,WARREN
T WAUTOMA,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,584,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,WAUTOMA
T WAUTOMA,COUNTY CLERK MEGAN KAPP REPUBLICAN,602,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,WAUTOMA
T WAUTOMA,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,595,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,WAUTOMA
T WAUTOMA,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,601,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,WAUTOMA
T WAUTOMA,STATE REFERENDUM ELIGIBILITY TO VOTE YES,576,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,WAUTOMA
T WAUTOMA,STATE REFERENDUM ELIGIBILITY TO VOTE NO,140,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,WAUTOMA
V COLOMA,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,222,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,V,COLOMA
V COLOMA,COUNTY CLERK MEGAN KAPP REPUBLICAN,232,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,V,COLOMA
V COLOMA,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,229,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,V,COLOMA
V COLOMA,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,233,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,V,COLOMA
V COLOMA,STATE REFERENDUM ELIGIBILITY TO VOTE YES,216,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,V,COLOMA
V COLOMA,STATE REFERENDUM ELIGIBILITY TO VOTE NO,31,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,V,COLOMA
V HANCOCK,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,189,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,V,HANCOCK
V HANCOCK,COUNTY CLERK MEGAN KAPP REPUBLICAN,193,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,V,HANCOCK
V HANCOCK,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,192,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,V,HANCOCK
V HANCOCK,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,193,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,V,HANCOCK
V HANCOCK,STATE REFERENDUM ELIGIBILITY TO VOTE YES,191,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,V,HANCOCK
V HANCOCK,STATE REFERENDUM ELIGIBILITY TO VOTE NO,43,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,V,HANCOCK
V LOHRVILLE,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,193,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,COUNTY CLERK MEGAN KAPP REPUBLICAN,203,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,201,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,198,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,STATE REFERENDUM ELIGIBILITY TO VOTE YES,193,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,STATE REFERENDUM ELIGIBILITY TO VOTE NO,35,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,V,LOHRVILLE
V PLAINFIELD,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,324,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,COUNTY CLERK MEGAN KAPP REPUBLICAN,324,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,326,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,323,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,STATE REFERENDUM ELIGIBILITY TO VOTE YES,304,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,STATE REFERENDUM ELIGIBILITY TO VOTE NO,75,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,V,PLAINFIELD
V REDGRANITE,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,427,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,V,REDGRANITE
V REDGRANITE,COUNTY CLERK MEGAN KAPP REPUBLICAN,435,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,V,REDGRANITE
V REDGRANITE,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,435,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,V,REDGRANITE
V REDGRANITE,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,431,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,V,REDGRANITE
V REDGRANITE,STATE REFERENDUM ELIGIBILITY TO VOTE YES,434,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,V,REDGRANITE
V REDGRANITE,STATE REFERENDUM ELIGIBILITY TO VOTE NO,80,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,V,REDGRANITE
V WILD ROSE,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,333,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,V,WILD ROSE
V WILD ROSE,COUNTY CLERK MEGAN KAPP REPUBLICAN,351,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,V,WILD ROSE
V WILD ROSE,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,342,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,V,WILD ROSE
V WILD ROSE,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,356,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,V,WILD ROSE
V WILD ROSE,STATE REFERENDUM ELIGIBILITY TO VOTE YES,326,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,V,WILD ROSE
V WILD ROSE,STATE REFERENDUM ELIGIBILITY TO VOTE NO,87,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,V,WILD ROSE
C BERLIN  W 7,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,48,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,C,BERLIN  
C BERLIN  W 7,COUNTY CLERK MEGAN KAPP REPUBLICAN,47,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,C,BERLIN  
C BERLIN  W 7,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,47,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,C,BERLIN  
C BERLIN  W 7,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,47,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,C,BERLIN  
C BERLIN  W 7,STATE REFERENDUM ELIGIBILITY TO VOTE YES,44,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,C,BERLIN  
C BERLIN  W 7,STATE REFERENDUM ELIGIBILITY TO VOTE NO,8,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,C,BERLIN  
T BLOOMFIELD,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,0,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,6,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,WAUSHARA,T,BLOOMFIELD
T COLOMA,"WESTFIELD SCHOOLS 27,000,000 BONDS YES",281,"WESTFIELD SCHOOLS 27,000,000 BONDS YES",WAUSHARA,T,COLOMA
T COLOMA,"WESTFIELD SCHOOLS 27,000,000 BONDS NO",169,"WESTFIELD SCHOOLS 27,000,000 BONDS NO",WAUSHARA,T,COLOMA
T DAKOTA,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",272,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",WAUSHARA,T,DAKOTA
T DAKOTA,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",309,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",WAUSHARA,T,DAKOTA
T DAKOTA,"WESTFIELD SCHOOLS 27,000,000 BONDS YES",14,"WESTFIELD SCHOOLS 27,000,000 BONDS YES",WAUSHARA,T,DAKOTA
T DAKOTA,"WESTFIELD SCHOOLS 27,000,000 BONDS NO",14,"WESTFIELD SCHOOLS 27,000,000 BONDS NO",WAUSHARA,T,DAKOTA
T DEERFIELD,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",157,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",WAUSHARA,T,DEERFIELD
T DEERFIELD,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",162,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",WAUSHARA,T,DEERFIELD
T LEON,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,65,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,WAUSHARA,T,LEON
T LEON,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,99,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,WAUSHARA,T,LEON
T LEON,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",144,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",WAUSHARA,T,LEON
T LEON,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",160,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",WAUSHARA,T,LEON
T MARION,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,16,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,WAUSHARA,T,MARION
T MARION,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,10,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,WAUSHARA,T,MARION
T MARION,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",548,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",WAUSHARA,T,MARION
T MARION,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",584,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",WAUSHARA,T,MARION
T MARION,"WESTFIELD SCHOOLS 27,000,000 BONDS YES",113,"WESTFIELD SCHOOLS 27,000,000 BONDS YES",WAUSHARA,T,MARION
T MARION,"WESTFIELD SCHOOLS 27,000,000 BONDS NO",65,"WESTFIELD SCHOOLS 27,000,000 BONDS NO",WAUSHARA,T,MARION
T MT MORRIS,MT. MORRIS APPOINT TREASURER,456,YES,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,MT. MORRIS APPOINT TREASURER,344,NO,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",248,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",301,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",WAUSHARA,T,MOUNT MORRIS
T POY SIPPI,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,231,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,WAUSHARA,T,POY SIPPI
T POY SIPPI,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,323,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,WAUSHARA,T,POY SIPPI
T POY SIPPI,OMRO SCHOOLS EXCEED REVENUE LIMIT YES,2,OMRO SCHOOLS EXCEED REVENUE LIMIT YES,WAUSHARA,T,POY SIPPI
T POY SIPPI,OMRO SCHOOLS EXCEED REVENUE LIMIT NO,3,OMRO SCHOOLS EXCEED REVENUE LIMIT NO,WAUSHARA,T,POY SIPPI
T POY SIPPI,"OMRO SCHOOLS 26,500,000 BONDS YES",2,"OMRO SCHOOLS 26,500,000 BONDS YES",WAUSHARA,T,POY SIPPI
T POY SIPPI,"OMRO SCHOOLS 26,500,000 BONDS NO",3,"OMRO SCHOOLS 26,500,000 BONDS NO",WAUSHARA,T,POY SIPPI
T RICHFORD,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",92,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",WAUSHARA,T,RICHFORD
T RICHFORD,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",133,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",WAUSHARA,T,RICHFORD
T RICHFORD,"WESTFIELD SCHOOLS 27,000,000 BONDS YES",23,"WESTFIELD SCHOOLS 27,000,000 BONDS YES",WAUSHARA,T,RICHFORD
T RICHFORD,"WESTFIELD SCHOOLS 27,000,000 BONDS NO",28,"WESTFIELD SCHOOLS 27,000,000 BONDS NO",WAUSHARA,T,RICHFORD
T SAXEVILLE,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,0,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,0,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,WAUSHARA,T,SAXEVILLE
T WARREN,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,78,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,WAUSHARA,T,WARREN
T WARREN,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,124,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,WAUSHARA,T,WARREN
T WARREN,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",100,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",WAUSHARA,T,WARREN
T WARREN,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",89,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",WAUSHARA,T,WARREN
T WAUTOMA,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",325,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",WAUSHARA,T,WAUTOMA
T WAUTOMA,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",393,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",WAUSHARA,T,WAUTOMA
V COLOMA,"WESTFIELD SCHOOLS 27,000,000 BONDS YES",151,"WESTFIELD SCHOOLS 27,000,000 BONDS YES",WAUSHARA,V,COLOMA
V COLOMA,"WESTFIELD SCHOOLS 27,000,000 BONDS NO",93,"WESTFIELD SCHOOLS 27,000,000 BONDS NO",WAUSHARA,V,COLOMA
V LOHRVILLE,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",104,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",WAUSHARA,V,LOHRVILLE
V LOHRVILLE,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",124,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",WAUSHARA,V,LOHRVILLE
V REDGRANITE,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",276,"WAUTOMA SCHOOLS 39,800,000 BONDS YES",WAUSHARA,V,REDGRANITE
V REDGRANITE,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",235,"WAUTOMA SCHOOLS 39,800,000 BONDS NO",WAUSHARA,V,REDGRANITE
C BERLIN  W 7,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,25,BERLIN SCHOOLS EXCEED REVENUE LIMIT YES,WAUSHARA,C,BERLIN  
C BERLIN  W 7,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,30,BERLIN SCHOOLS EXCEED REVENUE LIMIT NO,WAUSHARA,C,BERLIN  
