rep_unit_2024,tract_GEOID,l2_count,prop_of_rep_unit_2024
JUNEAU - TOWN OF NECEDAH WARDS 1-6,55057100100,450,0.3401360544217687
JUNEAU - TOWN OF NECEDAH WARDS 1-6,55057100301,276,0.20861678004535147
JUNEAU - TOWN OF NECEDAH WARDS 1-6,55057100302,597,0.4512471655328798
JUNEAU - TOWN OF ORANGE WARD 1,55057100200,269,0.9676258992805755
JUNEAU - TOWN OF ORANGE WARD 1,55057100400,9,0.03237410071942446
JUNEAU - TOWN OF PLYMOUTH WARD 1,55057100200,260,0.7303370786516854
JUNEAU - TOWN OF PLYMOUTH WARD 1,55057100600,96,0.2696629213483146
JUNEAU - TOWN OF SEVEN MILE CREEK WARDS 1-2,55057100700,209,1
JUNEAU - TOWN OF SUMMIT WARD 1,55057100600,111,0.2824427480916031
JUNEAU - TOWN OF SUMMIT WARD 1,55057100700,282,0.7175572519083969
JUNEAU - TOWN OF WONEWOC WARDS 1-2,55057100600,350,1
JUNEAU - VILLAGE OF CAMP DOUGLAS WARD 1,55057100200,291,1
JUNEAU - VILLAGE OF HUSTLER WARD 1,55057100200,90,1
JUNEAU - VILLAGE OF LYNDON STATION WARD 1,55057100700,223,1
JUNEAU - VILLAGE OF NECEDAH WARD 1,55057100100,460,0.9787234042553191
JUNEAU - VILLAGE OF NECEDAH WARD 1,55057100301,10,0.02127659574468085
JUNEAU - VILLAGE OF UNION CENTER WARD 1,55057100600,119,1
JUNEAU - VILLAGE OF WONEWOC WARD 1,55057100600,318,1
KENOSHA - CITY OF KENOSHA WARD 1,55059000102,1,7.733952049497294e-4
KENOSHA - CITY OF KENOSHA WARD 1,55059000604,1292,0.9992266047950503
KENOSHA - CITY OF KENOSHA WARD 10,55059000501,214,1
KENOSHA - CITY OF KENOSHA WARD 11,55059000502,788,0.6365105008077544
KENOSHA - CITY OF KENOSHA WARD 11,55059000603,2,0.0016155088852988692
KENOSHA - CITY OF KENOSHA WARD 11,55059000604,448,0.36187399030694667
KENOSHA - CITY OF KENOSHA WARD 12,55059000603,582,0.7617801047120419
KENOSHA - CITY OF KENOSHA WARD 12,55059000604,182,0.23821989528795812
KENOSHA - CITY OF KENOSHA WARD 13,55059000603,1352,1
KENOSHA - CITY OF KENOSHA WARD 14,55059000700,842,1
KENOSHA - CITY OF KENOSHA WARD 15,55059000700,578,1
KENOSHA - CITY OF KENOSHA WARD 16,55059000700,237,0.5823095823095823
KENOSHA - CITY OF KENOSHA WARD 16,55059000800,170,0.4176904176904177
KENOSHA - CITY OF KENOSHA WARD 17,55059000800,300,1
KENOSHA - CITY OF KENOSHA WARD 18,55059000900,343,1
KENOSHA - CITY OF KENOSHA WARD 19,55059000800,43,0.19815668202764977
KENOSHA - CITY OF KENOSHA WARD 19,55059000900,174,0.8018433179723502
KENOSHA - CITY OF KENOSHA WARD 2,55059000102,255,0.35465924895688455
KENOSHA - CITY OF KENOSHA WARD 2,55059000501,1,0.0013908205841446453
KENOSHA - CITY OF KENOSHA WARD 2,55059000502,463,0.6439499304589708
KENOSHA - CITY OF KENOSHA WARD 20,55059000800,85,0.2833333333333333
KENOSHA - CITY OF KENOSHA WARD 20,55059001200,215,0.7166666666666667
KENOSHA - CITY OF KENOSHA WARD 21,55059000900,183,1
KENOSHA - CITY OF KENOSHA WARD 22,55059001000,159,0.35891647855530473
KENOSHA - CITY OF KENOSHA WARD 22,55059001100,284,0.6410835214446953
KENOSHA - CITY OF KENOSHA WARD 23,55059000300,240,0.7317073170731707
KENOSHA - CITY OF KENOSHA WARD 23,55059001000,88,0.2682926829268293
KENOSHA - CITY OF KENOSHA WARD 24,55059001000,724,1
KENOSHA - CITY OF KENOSHA WARD 25,55059001700,23,0.01670297748729121
KENOSHA - CITY OF KENOSHA WARD 25,55059001800,281,0.20406681190994916
KENOSHA - CITY OF KENOSHA WARD 25,55059001900,1073,0.7792302106027597
KENOSHA - CITY OF KENOSHA WARD 26,55059001800,223,0.39679715302491103
KENOSHA - CITY OF KENOSHA WARD 26,55059001900,322,0.5729537366548043
KENOSHA - CITY OF KENOSHA WARD 26,55059002200,17,0.030249110320284697
KENOSHA - CITY OF KENOSHA WARD 27,55059001600,23,0.11855670103092783
KENOSHA - CITY OF KENOSHA WARD 27,55059001700,77,0.39690721649484534
KENOSHA - CITY OF KENOSHA WARD 27,55059001800,94,0.4845360824742268
KENOSHA - CITY OF KENOSHA WARD 28,55059001000,43,0.09862385321100918
KENOSHA - CITY OF KENOSHA WARD 28,55059001100,179,0.4105504587155963
KENOSHA - CITY OF KENOSHA WARD 28,55059001800,214,0.4908256880733945
KENOSHA - CITY OF KENOSHA WARD 29,55059001100,207,0.8884120171673819
KENOSHA - CITY OF KENOSHA WARD 29,55059001200,26,0.11158798283261803
KENOSHA - CITY OF KENOSHA WARD 3,55059000102,623,1
KENOSHA - CITY OF KENOSHA WARD 30,55059001500,99,0.14644970414201183
KENOSHA - CITY OF KENOSHA WARD 30,55059001600,577,0.8535502958579881
KENOSHA - CITY OF KENOSHA WARD 31,55059001600,264,0.27936507936507937
KENOSHA - CITY OF KENOSHA WARD 31,55059001700,681,0.7206349206349206
KENOSHA - CITY OF KENOSHA WARD 32,55059002200,377,1
KENOSHA - CITY OF KENOSHA WARD 33,55059002200,1412,1
KENOSHA - CITY OF KENOSHA WARD 34,55059002100,490,0.4375
KENOSHA - CITY OF KENOSHA WARD 34,55059002300,630,0.5625
KENOSHA - CITY OF KENOSHA WARD 35,55059002100,29,1
KENOSHA - CITY OF KENOSHA WARD 36,55059002000,25,0.03840245775729647
KENOSHA - CITY OF KENOSHA WARD 36,55059002100,626,0.9615975422427036
KENOSHA - CITY OF KENOSHA WARD 37,55059002100,637,0.9680851063829787
KENOSHA - CITY OF KENOSHA WARD 37,55059002300,21,0.031914893617021274
KENOSHA - CITY OF KENOSHA WARD 38,55059002300,1024,1
KENOSHA - CITY OF KENOSHA WARD 39,55059002300,890,0.8492366412213741
KENOSHA - CITY OF KENOSHA WARD 39,55059002400,158,0.15076335877862596
KENOSHA - CITY OF KENOSHA WARD 4,55059000501,285,1
KENOSHA - CITY OF KENOSHA WARD 40,55059001500,396,1
KENOSHA - CITY OF KENOSHA WARD 41,55059001500,31,0.08831908831908832
KENOSHA - CITY OF KENOSHA WARD 41,55059001600,47,0.1339031339031339
KENOSHA - CITY OF KENOSHA WARD 41,55059001700,273,0.7777777777777778
KENOSHA - CITY OF KENOSHA WARD 42,55059001500,963,1
KENOSHA - CITY OF KENOSHA WARD 43,55059001200,441,1
KENOSHA - CITY OF KENOSHA WARD 44,55059001200,731,0.7230464886251237
KENOSHA - CITY OF KENOSHA WARD 44,55059001300,280,0.27695351137487634
KENOSHA - CITY OF KENOSHA WARD 45,55059001300,626,1
KENOSHA - CITY OF KENOSHA WARD 46,55059001300,79,1
KENOSHA - CITY OF KENOSHA WARD 47,55059001401,694,0.5464566929133858
KENOSHA - CITY OF KENOSHA WARD 47,55059001402,576,0.45354330708661417
KENOSHA - CITY OF KENOSHA WARD 48,55059001401,462,1
KENOSHA - CITY OF KENOSHA WARD 49,55059001402,465,1
KENOSHA - CITY OF KENOSHA WARD 5,55059000300,278,0.5054545454545455
KENOSHA - CITY OF KENOSHA WARD 5,55059000501,272,0.49454545454545457
KENOSHA - CITY OF KENOSHA WARD 50,55059001300,315,0.48761609907120745
KENOSHA - CITY OF KENOSHA WARD 50,55059001402,331,0.5123839009287926
KENOSHA - CITY OF KENOSHA WARD 51,55059002604,359,1
KENOSHA - CITY OF KENOSHA WARD 52,55059000601,411,0.726148409893993
KENOSHA - CITY OF KENOSHA WARD 52,55059001300,155,0.27385159010600707
KENOSHA - CITY OF KENOSHA WARD 55,55059002700,509,1
KENOSHA - CITY OF KENOSHA WARD 56,55059002603,895,1
KENOSHA - CITY OF KENOSHA WARD 57,55059002603,250,1
KENOSHA - CITY OF KENOSHA WARD 58,55059002603,1187,0.727328431372549
KENOSHA - CITY OF KENOSHA WARD 58,55059002604,445,0.27267156862745096
KENOSHA - CITY OF KENOSHA WARD 59,55059002604,1076,1
KENOSHA - CITY OF KENOSHA WARD 6,55059000300,758,1
KENOSHA - CITY OF KENOSHA WARD 60,55059001401,63,0.05580159433126661
KENOSHA - CITY OF KENOSHA WARD 60,55059001402,231,0.2046058458813109
KENOSHA - CITY OF KENOSHA WARD 60,55059002500,774,0.6855624446412755
KENOSHA - CITY OF KENOSHA WARD 60,55059002605,61,0.054030115146147036
KENOSHA - CITY OF KENOSHA WARD 61,55059001401,97,0.6258064516129033
KENOSHA - CITY OF KENOSHA WARD 61,55059001500,58,0.3741935483870968
KENOSHA - CITY OF KENOSHA WARD 62,55059002300,106,0.0635872825434913
KENOSHA - CITY OF KENOSHA WARD 62,55059002400,1561,0.9364127174565087
KENOSHA - CITY OF KENOSHA WARD 63,55059000102,2,1
KENOSHA - CITY OF KENOSHA WARD 66,55059000300,371,1
KENOSHA - CITY OF KENOSHA WARD 67,55059000400,294,1
KENOSHA - CITY OF KENOSHA WARD 7,55059000400,449,1
KENOSHA - CITY OF KENOSHA WARD 70,55059000700,40,1
KENOSHA - CITY OF KENOSHA WARD 71,55059002802,3,1
KENOSHA - CITY OF KENOSHA WARD 73,55059000601,1,1
KENOSHA - CITY OF KENOSHA WARD 75,55059002802,1,1
KENOSHA - CITY OF KENOSHA WARD 77,55059000102,2,1
KENOSHA - CITY OF KENOSHA WARD 78,55059000102,1,1
KENOSHA - CITY OF KENOSHA WARD 79,55059000604,4,1
KENOSHA - CITY OF KENOSHA WARD 8,55059000400,314,0.5479930191972077
KENOSHA - CITY OF KENOSHA WARD 8,55059000502,259,0.45200698080279234
KENOSHA - CITY OF KENOSHA WARD 82,55059000700,1,1
KENOSHA - CITY OF KENOSHA WARD 84,55059000604,2,1
KENOSHA - CITY OF KENOSHA WARD 85,55059000604,2,1
KENOSHA - CITY OF KENOSHA WARD 86,55059000800,116,0.27951807228915665
KENOSHA - CITY OF KENOSHA WARD 86,55059000900,299,0.7204819277108434
KENOSHA - CITY OF KENOSHA WARD 87,55059000800,64,1
KENOSHA - CITY OF KENOSHA WARD 88,55059001100,19,1
KENOSHA - CITY OF KENOSHA WARD 89,55059000900,61,1
KENOSHA - CITY OF KENOSHA WARD 9,55059000400,782,0.5396825396825397
KENOSHA - CITY OF KENOSHA WARD 9,55059000501,612,0.422360248447205
KENOSHA - CITY OF KENOSHA WARD 9,55059000502,55,0.03795721187025535
KENOSHA - CITY OF KENOSHA WARD 90,55059001300,28,1
KENOSHA - CITY OF KENOSHA WARD 91,55059001402,161,1
KENOSHA - CITY OF KENOSHA WARD 92,55059001402,280,1
KENOSHA - CITY OF KENOSHA WARD 94,55059000604,1,1
KENOSHA - TOWN OF BRIGHTON WARDS 1-4,55059002801,19,0.01919191919191919
KENOSHA - TOWN OF BRIGHTON WARDS 1-4,55059002802,971,0.9808080808080808
KENOSHA - TOWN OF PARIS WARDS 1-2,55059002802,934,1
KENOSHA - TOWN OF RANDALL WARDS 1-6,55059003001,1180,0.587942202291978
KENOSHA - TOWN OF RANDALL WARDS 1-6,55059003002,827,0.4120577977080219
KENOSHA - TOWN OF SOMERS WARDS 1-4,55059000102,34,0.06319702602230483
KENOSHA - TOWN OF SOMERS WARDS 1-4,55059000501,5,0.00929368029739777
KENOSHA - TOWN OF SOMERS WARDS 1-4,55059000502,3,0.0055762081784386614
KENOSHA - TOWN OF SOMERS WARDS 1-4,55059000601,75,0.13940520446096655
KENOSHA - TOWN OF SOMERS WARDS 1-4,55059000603,142,0.26394052044609667
KENOSHA - TOWN OF SOMERS WARDS 1-4,55059000604,79,0.14684014869888476
KENOSHA - TOWN OF SOMERS WARDS 1-4,55059000700,10,0.01858736059479554
KENOSHA - TOWN OF SOMERS WARDS 1-4,55059001402,123,0.22862453531598512
KENOSHA - TOWN OF SOMERS WARDS 1-4,55059002603,45,0.08364312267657993
KENOSHA - TOWN OF SOMERS WARDS 1-4,55059002604,22,0.040892193308550186
KENOSHA - TOWN OF WHEATLAND WARDS 1-5,55059002801,2003,1
KENOSHA - VILLAGE OF BRISTOL WARDS 1-3,55059002700,1425,1
KENOSHA - VILLAGE OF BRISTOL WARDS 4-7,55059002700,1759,1
KENOSHA - VILLAGE OF PADDOCK LAKE WARDS 1-6,55059002903,43,0.025748502994011976
KENOSHA - VILLAGE OF PADDOCK LAKE WARDS 1-6,55059002904,18,0.010778443113772455
KENOSHA - VILLAGE OF PADDOCK LAKE WARDS 1-6,55059002905,1609,0.9634730538922156
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 1-3,55059001401,67,0.02225174360677516
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 1-3,55059001500,29,0.009631351710395218
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 1-3,55059002000,1403,0.4659581534373962
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 1-3,55059002100,71,0.023580205911657257
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 1-3,55059002300,375,0.12454334108269678
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 1-3,55059002400,1066,0.35403520425107937
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 12-14,55059002604,157,0.07628765792031098
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 12-14,55059002605,1901,0.923712342079689
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 15-16,55059002603,39,0.04477611940298507
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 15-16,55059002605,832,0.9552238805970149
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 4-5,55059002000,1551,1
"KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 6-7,17",55059001401,53,0.0310122878876536
"KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 6-7,17",55059002500,1349,0.7893504973668812
"KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 6-7,17",55059002605,16,0.009362200117027502
"KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 6-7,17",55059002606,291,0.1702750146284377
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 8-11,55059002000,443,0.13319302465423932
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 8-11,55059002605,86,0.025856885147324114
KENOSHA - VILLAGE OF PLEASANT PRAIRIE WARDS 8-11,55059002606,2797,0.8409500901984366
KENOSHA - VILLAGE OF SALEM LAKES WARDS 1-6,55059002903,60,0.01707455890722823
KENOSHA - VILLAGE OF SALEM LAKES WARDS 1-6,55059002904,521,0.14826408651109846
KENOSHA - VILLAGE OF SALEM LAKES WARDS 1-6,55059002905,519,0.1476949345475242
KENOSHA - VILLAGE OF SALEM LAKES WARDS 1-6,55059002906,2414,0.6869664200341491
KENOSHA - VILLAGE OF SALEM LAKES WARDS 11-13,55059002903,1682,0.9573136027319294
KENOSHA - VILLAGE OF SALEM LAKES WARDS 11-13,55059002904,75,0.042686397268070574
KENOSHA - VILLAGE OF SALEM LAKES WARDS 7-10,55059002903,12,0.00395778364116095
KENOSHA - VILLAGE OF SALEM LAKES WARDS 7-10,55059002904,2426,0.8001319261213721
KENOSHA - VILLAGE OF SALEM LAKES WARDS 7-10,55059002906,594,0.195910290237467
KENOSHA - VILLAGE OF SOMERS WARDS 1-4,55059000601,1497,1
KENOSHA - VILLAGE OF SOMERS WARDS 11-12,55059000601,906,0.9369183040330921
KENOSHA - VILLAGE OF SOMERS WARDS 11-12,55059000603,6,0.0062047569803516025
KENOSHA - VILLAGE OF SOMERS WARDS 11-12,55059000604,55,0.05687693898655636
"KENOSHA - VILLAGE OF SOMERS WARDS 5-6,9-10",55059000101,119,0.0794392523364486
"KENOSHA - VILLAGE OF SOMERS WARDS 5-6,9-10",55059000102,904,0.6034712950600801
"KENOSHA - VILLAGE OF SOMERS WARDS 5-6,9-10",55059000601,475,0.3170894526034713
KENOSHA - VILLAGE OF SOMERS WARDS 7-8,55059000101,702,0.9298013245033112
KENOSHA - VILLAGE OF SOMERS WARDS 7-8,55059000300,53,0.07019867549668875
KENOSHA - VILLAGE OF TWIN LAKES WARDS 1-11,55059003001,1378,0.4022183304144775
KENOSHA - VILLAGE OF TWIN LAKES WARDS 1-11,55059003002,2048,0.5977816695855225
KEWAUNEE - CITY OF ALGOMA WARDS 1-7,55061960100,1641,0.9762046400951815
KEWAUNEE - CITY OF ALGOMA WARDS 1-7,55061960200,40,0.02379535990481856
KEWAUNEE - CITY OF KEWAUNEE WARDS 1-6,55061960200,14,0.009352037408149633
KEWAUNEE - CITY OF KEWAUNEE WARDS 1-6,55061960401,67,0.0447561790247161
KEWAUNEE - CITY OF KEWAUNEE WARDS 1-6,55061960500,1416,0.9458917835671342
KEWAUNEE - TOWN OF AHNAPEE WARD 1,55061960100,28,0.05343511450381679
KEWAUNEE - TOWN OF AHNAPEE WARD 1,55061960200,496,0.9465648854961832
KEWAUNEE - TOWN OF CARLTON WARDS 1-2,55061960500,627,1
KEWAUNEE - TOWN OF CASCO WARDS 1-3,55061960200,38,0.05307262569832402
KEWAUNEE - TOWN OF CASCO WARDS 1-3,55061960401,347,0.48463687150837986
KEWAUNEE - TOWN OF CASCO WARDS 1-3,55061960402,331,0.4622905027932961
KEWAUNEE - TOWN OF FRANKLIN WARD 1,55061960500,589,1
KEWAUNEE - TOWN OF LINCOLN WARD 1,55061960200,505,0.9619047619047619
KEWAUNEE - TOWN OF LINCOLN WARD 1,55061960402,20,0.0380952380952381
KEWAUNEE - TOWN OF LUXEMBURG WARDS 1-3,55061960401,473,0.5124593716143012
KEWAUNEE - TOWN OF LUXEMBURG WARDS 1-3,55061960402,450,0.4875406283856988
KEWAUNEE - TOWN OF MONTPELIER WARDS 1-3,55061960401,494,0.5958986731001207
KEWAUNEE - TOWN OF MONTPELIER WARDS 1-3,55061960500,335,0.4041013268998794
KEWAUNEE - TOWN OF PIERCE WARDS 1-3,55061960200,382,0.8268398268398268
KEWAUNEE - TOWN OF PIERCE WARDS 1-3,55061960401,73,0.15800865800865802
KEWAUNEE - TOWN OF PIERCE WARDS 1-3,55061960500,7,0.015151515151515152
KEWAUNEE - TOWN OF RED RIVER WARDS 1-4,55061960402,903,1
KEWAUNEE - TOWN OF WEST KEWAUNEE WARDS 1-2,55061960401,336,0.4226415094339623
KEWAUNEE - TOWN OF WEST KEWAUNEE WARDS 1-2,55061960500,459,0.5773584905660377
KEWAUNEE - VILLAGE OF CASCO WARD 1,55061960402,341,1
KEWAUNEE - VILLAGE OF LUXEMBURG WARDS 1-5,55061960401,1078,0.723489932885906
KEWAUNEE - VILLAGE OF LUXEMBURG WARDS 1-5,55061960402,412,0.276510067114094
LA CROSSE - CITY OF LA CROSSE WARD 1,55063000100,626,0.7737948084054388
LA CROSSE - CITY OF LA CROSSE WARD 1,55063000200,78,0.09641532756489493
LA CROSSE - CITY OF LA CROSSE WARD 1,55063010300,105,0.12978986402966625
LA CROSSE - CITY OF LA CROSSE WARD 10,55063000500,1008,1
LA CROSSE - CITY OF LA CROSSE WARD 11,55063000402,895,1
LA CROSSE - CITY OF LA CROSSE WARD 12,55063000300,447,0.6506550218340611
LA CROSSE - CITY OF LA CROSSE WARD 12,55063000401,240,0.34934497816593885
LA CROSSE - CITY OF LA CROSSE WARD 13,55063000300,127,0.18621700879765396
LA CROSSE - CITY OF LA CROSSE WARD 13,55063000900,555,0.8137829912023461
LA CROSSE - CITY OF LA CROSSE WARD 14,55063000300,243,0.36160714285714285
LA CROSSE - CITY OF LA CROSSE WARD 14,55063000401,193,0.28720238095238093
LA CROSSE - CITY OF LA CROSSE WARD 14,55063000900,236,0.35119047619047616
LA CROSSE - CITY OF LA CROSSE WARD 15,55063000401,374,0.5436046511627907
LA CROSSE - CITY OF LA CROSSE WARD 15,55063000900,243,0.35319767441860467
LA CROSSE - CITY OF LA CROSSE WARD 15,55063001000,71,0.10319767441860465
LA CROSSE - CITY OF LA CROSSE WARD 16,55063000800,552,0.6764705882352942
LA CROSSE - CITY OF LA CROSSE WARD 16,55063001000,264,0.3235294117647059
LA CROSSE - CITY OF LA CROSSE WARD 17,55063000700,1111,0.8241839762611276
LA CROSSE - CITY OF LA CROSSE WARD 17,55063000800,237,0.1758160237388724
LA CROSSE - CITY OF LA CROSSE WARD 18,55063000700,1230,0.9983766233766234
LA CROSSE - CITY OF LA CROSSE WARD 18,55063001200,2,0.0016233766233766235
LA CROSSE - CITY OF LA CROSSE WARD 19,55063001000,289,0.2319422150882825
LA CROSSE - CITY OF LA CROSSE WARD 19,55063001101,957,0.7680577849117175
LA CROSSE - CITY OF LA CROSSE WARD 2,55063000100,611,0.8593530239099859
LA CROSSE - CITY OF LA CROSSE WARD 2,55063010300,5,0.007032348804500703
LA CROSSE - CITY OF LA CROSSE WARD 2,55063010500,95,0.13361462728551335
LA CROSSE - CITY OF LA CROSSE WARD 20,55063000900,235,0.3040103492884864
LA CROSSE - CITY OF LA CROSSE WARD 20,55063001000,538,0.6959896507115135
LA CROSSE - CITY OF LA CROSSE WARD 21,55063000900,119,0.1285097192224622
LA CROSSE - CITY OF LA CROSSE WARD 21,55063001000,355,0.3833693304535637
LA CROSSE - CITY OF LA CROSSE WARD 21,55063001102,452,0.48812095032397407
LA CROSSE - CITY OF LA CROSSE WARD 22,55063001000,124,0.12704918032786885
LA CROSSE - CITY OF LA CROSSE WARD 22,55063001101,302,0.3094262295081967
LA CROSSE - CITY OF LA CROSSE WARD 22,55063001102,550,0.5635245901639344
LA CROSSE - CITY OF LA CROSSE WARD 23,55063001200,1159,1
LA CROSSE - CITY OF LA CROSSE WARD 24,55063001102,317,0.31827309236947793
LA CROSSE - CITY OF LA CROSSE WARD 24,55063001200,614,0.6164658634538153
LA CROSSE - CITY OF LA CROSSE WARD 24,55063010700,65,0.06526104417670683
LA CROSSE - CITY OF LA CROSSE WARD 25,55063001102,92,0.09513960703205791
LA CROSSE - CITY OF LA CROSSE WARD 25,55063001200,219,0.2264736297828335
LA CROSSE - CITY OF LA CROSSE WARD 25,55063010700,656,0.6783867631851086
LA CROSSE - CITY OF LA CROSSE WARD 26,55063001102,339,0.27516233766233766
LA CROSSE - CITY OF LA CROSSE WARD 26,55063010700,893,0.7248376623376623
LA CROSSE - CITY OF LA CROSSE WARD 27,55063000100,377,1
LA CROSSE - CITY OF LA CROSSE WARD 28,55063001000,93,1
LA CROSSE - CITY OF LA CROSSE WARD 3,55063000200,565,0.989492119089317
LA CROSSE - CITY OF LA CROSSE WARD 3,55063010300,6,0.010507880910683012
LA CROSSE - CITY OF LA CROSSE WARD 4,55063000100,356,0.3617886178861789
LA CROSSE - CITY OF LA CROSSE WARD 4,55063000200,234,0.23780487804878048
LA CROSSE - CITY OF LA CROSSE WARD 4,55063010401,3,0.003048780487804878
LA CROSSE - CITY OF LA CROSSE WARD 4,55063010500,12,0.012195121951219513
LA CROSSE - CITY OF LA CROSSE WARD 4,55063010600,379,0.3851626016260163
LA CROSSE - CITY OF LA CROSSE WARD 5,55063000200,398,0.5407608695652174
LA CROSSE - CITY OF LA CROSSE WARD 5,55063000402,338,0.4592391304347826
LA CROSSE - CITY OF LA CROSSE WARD 6,55063000100,137,0.16367980884109917
LA CROSSE - CITY OF LA CROSSE WARD 6,55063000200,402,0.48028673835125446
LA CROSSE - CITY OF LA CROSSE WARD 6,55063000500,287,0.3428912783751493
LA CROSSE - CITY OF LA CROSSE WARD 6,55063010600,11,0.013142174432497013
LA CROSSE - CITY OF LA CROSSE WARD 7,55063000600,1367,0.9855803893294881
LA CROSSE - CITY OF LA CROSSE WARD 7,55063000700,20,0.014419610670511895
LA CROSSE - CITY OF LA CROSSE WARD 8,55063000500,266,0.2547892720306513
LA CROSSE - CITY OF LA CROSSE WARD 8,55063000800,778,0.7452107279693486
LA CROSSE - CITY OF LA CROSSE WARD 9,55063000500,775,1
LA CROSSE - CITY OF ONALASKA WARDS 1-5,55063010205,313,0.0836227624899813
LA CROSSE - CITY OF ONALASKA WARDS 1-5,55063010401,557,0.14881111407961528
LA CROSSE - CITY OF ONALASKA WARDS 1-5,55063010403,1415,0.3780390061448036
LA CROSSE - CITY OF ONALASKA WARDS 1-5,55063010404,1458,0.3895271172855998
LA CROSSE - CITY OF ONALASKA WARDS 11-15,55063000100,39,0.011470588235294118
LA CROSSE - CITY OF ONALASKA WARDS 11-15,55063010401,1815,0.5338235294117647
LA CROSSE - CITY OF ONALASKA WARDS 11-15,55063010500,1546,0.4547058823529412
LA CROSSE - CITY OF ONALASKA WARDS 6-10,55063010403,1693,0.49867452135493373
LA CROSSE - CITY OF ONALASKA WARDS 6-10,55063010404,230,0.06774668630338733
LA CROSSE - CITY OF ONALASKA WARDS 6-10,55063010500,1472,0.43357879234167895
LA CROSSE - TOWN OF BANGOR WARD 1,55063010101,30,0.08264462809917356
LA CROSSE - TOWN OF BANGOR WARD 1,55063010800,333,0.9173553719008265
LA CROSSE - TOWN OF BARRE WARDS 1-2,55063010600,484,0.6245161290322581
LA CROSSE - TOWN OF BARRE WARDS 1-2,55063010800,291,0.37548387096774194
LA CROSSE - TOWN OF BURNS WARDS 1-2,55063010101,542,1
LA CROSSE - TOWN OF CAMPBELL WARDS 1-6,55063010202,2,8.385744234800838e-4
LA CROSSE - TOWN OF CAMPBELL WARDS 1-6,55063010300,2383,0.9991614255765199
LA CROSSE - TOWN OF FARMINGTON WARDS 1-3,55063010101,802,0.6866438356164384
LA CROSSE - TOWN OF FARMINGTON WARDS 1-3,55063010205,366,0.3133561643835616
LA CROSSE - TOWN OF GREENFIELD WARDS 1-3,55063010600,46,0.03599374021909233
LA CROSSE - TOWN OF GREENFIELD WARDS 1-3,55063010700,419,0.32785602503912364
LA CROSSE - TOWN OF GREENFIELD WARDS 1-3,55063010800,813,0.636150234741784
LA CROSSE - TOWN OF HAMILTON WARDS 1-5,55063010101,582,0.3826429980276134
LA CROSSE - TOWN OF HAMILTON WARDS 1-5,55063010102,116,0.0762656147271532
LA CROSSE - TOWN OF HAMILTON WARDS 1-5,55063010401,556,0.36554898093359633
LA CROSSE - TOWN OF HAMILTON WARDS 1-5,55063010600,166,0.1091387245233399
LA CROSSE - TOWN OF HAMILTON WARDS 1-5,55063010800,101,0.06640368178829717
LA CROSSE - TOWN OF HOLLAND WARDS 1-6,55063010202,1950,0.727069351230425
LA CROSSE - TOWN OF HOLLAND WARDS 1-6,55063010204,8,0.002982848620432513
LA CROSSE - TOWN OF HOLLAND WARDS 1-6,55063010205,724,0.26994780014914244
LA CROSSE - TOWN OF MEDARY WARD 1,55063010401,208,0.8888888888888888
LA CROSSE - TOWN OF MEDARY WARD 1,55063010500,26,0.1111111111111111
LA CROSSE - TOWN OF MEDARY WARDS 2-3,55063000200,5,0.0059594755661501785
LA CROSSE - TOWN OF MEDARY WARDS 2-3,55063000600,47,0.05601907032181168
LA CROSSE - TOWN OF MEDARY WARDS 2-3,55063010600,787,0.9380214541120382
LA CROSSE - TOWN OF ONALASKA WARDS 1-4,55063010101,56,0.03319502074688797
LA CROSSE - TOWN OF ONALASKA WARDS 1-4,55063010204,160,0.0948429164196799
