reporting_unit,county,rep_unit_2024,tract_GEOID,prop_of_rep_unit_2024
"CITY OF VERONA WARDS 1-3,13",DANE,"DANE - CITY OF VERONA WARDS 1-3,13",55025010907,0.0010526315789473684
"CITY OF VERONA WARDS 1-3,13",DANE,"DANE - CITY OF VERONA WARDS 1-3,13",55025013700,0.1631578947368421
CITY OF VERONA WARDS 10-12,DANE,DANE - CITY OF VERONA WARDS 10-12,55025010702,0.0018190086402910413
CITY OF VERONA WARDS 10-12,DANE,DANE - CITY OF VERONA WARDS 10-12,55025013700,0.998180991359709
"CITY OF VERONA WARDS 4,5,6,14,15",DANE,"DANE - CITY OF VERONA WARDS 4,5,6,14,15",55025010801,0.26786516853932585
"CITY OF VERONA WARDS 4,5,6,14,15",DANE,"DANE - CITY OF VERONA WARDS 4,5,6,14,15",55025010802,0.7321348314606742
CITY OF VERONA WARDS 7-9,DANE,DANE - CITY OF VERONA WARDS 7-9,55025010801,0.21475054229934923
CITY OF VERONA WARDS 7-9,DANE,DANE - CITY OF VERONA WARDS 7-9,55025010802,0.13752711496746203
CITY OF VERONA WARDS 7-9,DANE,DANE - CITY OF VERONA WARDS 7-9,55025013700,0.6477223427331887
"TOWN OF ALBION WARDS 1,4",DANE,"DANE - TOWN OF ALBION WARDS 1,4",55025012100,1
TOWN OF ALBION WARDS 2-3,DANE,DANE - TOWN OF ALBION WARDS 2-3,55025012100,1
TOWN OF BERRY WARDS 1-2,DANE,DANE - TOWN OF BERRY WARDS 1-2,55025012900,0.8327316486161251
TOWN OF BERRY WARDS 1-2,DANE,DANE - TOWN OF BERRY WARDS 1-2,55025013000,0.16726835138387486
TOWN OF BLACK EARTH WARD 1,DANE,DANE - TOWN OF BLACK EARTH WARD 1,55025013100,1
TOWN OF BLOOMING GROVE WARDS 1-2,DANE,DANE - TOWN OF BLOOMING GROVE WARDS 1-2,55025002000,0.7585421412300684
TOWN OF BLOOMING GROVE WARDS 1-2,DANE,DANE - TOWN OF BLOOMING GROVE WARDS 1-2,55025003002,0.24145785876993167
TOWN OF BLOOMING GROVE WARDS 3-7,DANE,DANE - TOWN OF BLOOMING GROVE WARDS 3-7,55025010501,0.5133587786259542
TOWN OF BLOOMING GROVE WARDS 3-7,DANE,DANE - TOWN OF BLOOMING GROVE WARDS 3-7,55025010600,0.04961832061068702
TOWN OF BLOOMING GROVE WARDS 3-7,DANE,DANE - TOWN OF BLOOMING GROVE WARDS 3-7,55025011406,0.01717557251908397
TOWN OF BLOOMING GROVE WARDS 3-7,DANE,DANE - TOWN OF BLOOMING GROVE WARDS 3-7,55025011407,0.4198473282442748
TOWN OF BLUE MOUNDS WARDS 1-2,DANE,DANE - TOWN OF BLUE MOUNDS WARDS 1-2,55025012700,0.653566229985444
TOWN OF BLUE MOUNDS WARDS 1-2,DANE,DANE - TOWN OF BLUE MOUNDS WARDS 1-2,55025012800,0.34643377001455605
TOWN OF BRISTOL WARDS 1-5,DANE,DANE - TOWN OF BRISTOL WARDS 1-5,55025011507,0.0010818608005769925
TOWN OF BRISTOL WARDS 1-5,DANE,DANE - TOWN OF BRISTOL WARDS 1-5,55025011508,0.5142445005409304
TOWN OF BRISTOL WARDS 1-5,DANE,DANE - TOWN OF BRISTOL WARDS 1-5,55025011600,0.009376126938333935
TOWN OF BRISTOL WARDS 1-5,DANE,DANE - TOWN OF BRISTOL WARDS 1-5,55025011700,0.47529751172015866
"TOWN OF BURKE WARDS 1-4,7",DANE,"DANE - TOWN OF BURKE WARDS 1-4,7",55025002603,0.022321428571428572
"TOWN OF BURKE WARDS 1-4,7",DANE,"DANE - TOWN OF BURKE WARDS 1-4,7",55025011404,0.62109375
"TOWN OF BURKE WARDS 1-4,7",DANE,"DANE - TOWN OF BURKE WARDS 1-4,7",55025011405,0.35267857142857145
"TOWN OF BURKE WARDS 1-4,7",DANE,"DANE - TOWN OF BURKE WARDS 1-4,7",55025011504,0.002232142857142857
"TOWN OF BURKE WARDS 1-4,7",DANE,"DANE - TOWN OF BURKE WARDS 1-4,7",55025011506,0.0016741071428571428
TOWN OF BURKE WARDS 5-6,DANE,DANE - TOWN OF BURKE WARDS 5-6,55025002402,0.04923076923076923
TOWN OF BURKE WARDS 5-6,DANE,DANE - TOWN OF BURKE WARDS 5-6,55025002500,0.033846153846153845
TOWN OF BURKE WARDS 5-6,DANE,DANE - TOWN OF BURKE WARDS 5-6,55025002602,0.052307692307692305
TOWN OF BURKE WARDS 5-6,DANE,DANE - TOWN OF BURKE WARDS 5-6,55025011201,0.40307692307692305
TOWN OF BURKE WARDS 5-6,DANE,DANE - TOWN OF BURKE WARDS 5-6,55025011404,0.4
TOWN OF BURKE WARDS 5-6,DANE,DANE - TOWN OF BURKE WARDS 5-6,55025011405,0.06153846153846154
TOWN OF CHRISTIANA WARDS 1-2,DANE,DANE - TOWN OF CHRISTIANA WARDS 1-2,55025011900,1
TOWN OF COTTAGE GROVE WARDS 1-6,DANE,DANE - TOWN OF COTTAGE GROVE WARDS 1-6,55025011700,0.0023328149300155523
TOWN OF COTTAGE GROVE WARDS 1-6,DANE,DANE - TOWN OF COTTAGE GROVE WARDS 1-6,55025012002,0.48755832037325036
TOWN OF COTTAGE GROVE WARDS 1-6,DANE,DANE - TOWN OF COTTAGE GROVE WARDS 1-6,55025012003,0.32581648522550544
TOWN OF COTTAGE GROVE WARDS 1-6,DANE,DANE - TOWN OF COTTAGE GROVE WARDS 1-6,55025012004,0.18429237947122862
TOWN OF CROSS PLAINS WARDS 1-2,DANE,DANE - TOWN OF CROSS PLAINS WARDS 1-2,55025012900,0.7043795620437956
TOWN OF CROSS PLAINS WARDS 1-2,DANE,DANE - TOWN OF CROSS PLAINS WARDS 1-2,55025013000,0.2956204379562044
TOWN OF DANE WARD 1,DANE,DANE - TOWN OF DANE WARD 1,55025013201,1
TOWN OF DEERFIELD WARDS 1-2,DANE,DANE - TOWN OF DEERFIELD WARDS 1-2,55025011900,1
TOWN OF DUNKIRK WARDS 1-6,DANE,DANE - TOWN OF DUNKIRK WARDS 1-6,55025012100,0.3065286624203822
TOWN OF DUNKIRK WARDS 1-6,DANE,DANE - TOWN OF DUNKIRK WARDS 1-6,55025012201,0.052547770700636945
TOWN OF DUNKIRK WARDS 1-6,DANE,DANE - TOWN OF DUNKIRK WARDS 1-6,55025012202,0.01592356687898089
TOWN OF DUNKIRK WARDS 1-6,DANE,DANE - TOWN OF DUNKIRK WARDS 1-6,55025012300,0.625
TOWN OF DUNN WARDS 1-7,DANE,DANE - TOWN OF DUNN WARDS 1-7,55025010503,0.03343108504398827
TOWN OF DUNN WARDS 1-7,DANE,DANE - TOWN OF DUNN WARDS 1-7,55025010600,0.9378299120234604
TOWN OF DUNN WARDS 1-7,DANE,DANE - TOWN OF DUNN WARDS 1-7,55025012501,0.02873900293255132
TOWN OF MAZOMANIE WARDS 1-2,DANE,DANE - TOWN OF MAZOMANIE WARDS 1-2,55025013100,1
TOWN OF MEDINA WARDS 1-2,DANE,DANE - TOWN OF MEDINA WARDS 1-2,55025011800,1
TOWN OF MIDDLETON WARD 8A,DANE,DANE - TOWN OF MIDDLETON WARD 8A,55025000408,1
"TOWN OF MIDDLETON WARDS 1,3-4",DANE,"DANE - TOWN OF MIDDLETON WARDS 1,3-4",55025010905,0.017524024872809497
"TOWN OF MIDDLETON WARDS 1,3-4",DANE,"DANE - TOWN OF MIDDLETON WARDS 1,3-4",55025010906,0.04522328999434709
"TOWN OF MIDDLETON WARDS 1,3-4",DANE,"DANE - TOWN OF MIDDLETON WARDS 1,3-4",55025010907,0.2589033352176371
"TOWN OF MIDDLETON WARDS 1,3-4",DANE,"DANE - TOWN OF MIDDLETON WARDS 1,3-4",55025010908,0.6783493499152063
"TOWN OF MIDDLETON WARDS 2,4A",DANE,"DANE - TOWN OF MIDDLETON WARDS 2,4A",55025010908,0.9960474308300395
"TOWN OF MIDDLETON WARDS 2,4A",DANE,"DANE - TOWN OF MIDDLETON WARDS 2,4A",55025011000,0.003952569169960474
TOWN OF MIDDLETON WARDS 5-8,DANE,DANE - TOWN OF MIDDLETON WARDS 5-8,55025000406,0.03322528363047002
TOWN OF MIDDLETON WARDS 5-8,DANE,DANE - TOWN OF MIDDLETON WARDS 5-8,55025000409,0.004051863857374392
TOWN OF MIDDLETON WARDS 5-8,DANE,DANE - TOWN OF MIDDLETON WARDS 5-8,55025010903,0.017423014586709886
TOWN OF MIDDLETON WARDS 5-8,DANE,DANE - TOWN OF MIDDLETON WARDS 5-8,55025010905,0.004457050243111832
TOWN OF MIDDLETON WARDS 5-8,DANE,DANE - TOWN OF MIDDLETON WARDS 5-8,55025010907,0.9408427876823339
TOWN OF MONTROSE WARDS 1-2,DANE,DANE - TOWN OF MONTROSE WARDS 1-2,55025012600,1
TOWN OF OREGON WARDS 1-4,DANE,DANE - TOWN OF OREGON WARDS 1-4,55025012400,0.7831541218637993
TOWN OF OREGON WARDS 1-4,DANE,DANE - TOWN OF OREGON WARDS 1-4,55025012501,0.08826164874551971
TOWN OF OREGON WARDS 1-4,DANE,DANE - TOWN OF OREGON WARDS 1-4,55025012502,0.128584229390681
TOWN OF PERRY WARD 1,DANE,DANE - TOWN OF PERRY WARD 1,55025012600,1
TOWN OF PLEASANT SPRINGS WARDS 1-4,DANE,DANE - TOWN OF PLEASANT SPRINGS WARDS 1-4,55025012002,0.9653333333333334
TOWN OF PLEASANT SPRINGS WARDS 1-4,DANE,DANE - TOWN OF PLEASANT SPRINGS WARDS 1-4,55025012201,0.029777777777777778
TOWN OF PLEASANT SPRINGS WARDS 1-4,DANE,DANE - TOWN OF PLEASANT SPRINGS WARDS 1-4,55025012202,0.004888888888888889
TOWN OF PRIMROSE WARD 1,DANE,DANE - TOWN OF PRIMROSE WARD 1,55025012600,1
TOWN OF ROXBURY WARDS 1-2,DANE,DANE - TOWN OF ROXBURY WARDS 1-2,55025012900,1
TOWN OF RUTLAND WARDS 1-2,DANE,DANE - TOWN OF RUTLAND WARDS 1-2,55025012400,0.7731514716439339
TOWN OF RUTLAND WARDS 1-2,DANE,DANE - TOWN OF RUTLAND WARDS 1-2,55025012501,0.22684852835606603
TOWN OF SPRINGDALE WARDS 1-3,DANE,DANE - TOWN OF SPRINGDALE WARDS 1-3,55025012700,0.8431511710432931
TOWN OF SPRINGDALE WARDS 1-3,DANE,DANE - TOWN OF SPRINGDALE WARDS 1-3,55025012800,0.15684882895670688
TOWN OF SPRINGFIELD WARDS 1-4,DANE,DANE - TOWN OF SPRINGFIELD WARDS 1-4,55025010908,0.5667519181585677
TOWN OF SPRINGFIELD WARDS 1-4,DANE,DANE - TOWN OF SPRINGFIELD WARDS 1-4,55025011104,0.10025575447570333
TOWN OF SPRINGFIELD WARDS 1-4,DANE,DANE - TOWN OF SPRINGFIELD WARDS 1-4,55025011202,0.3289002557544757
TOWN OF SPRINGFIELD WARDS 1-4,DANE,DANE - TOWN OF SPRINGFIELD WARDS 1-4,55025011301,0.004092071611253197
TOWN OF SUN PRAIRIE WARDS 1-3,DANE,DANE - TOWN OF SUN PRAIRIE WARDS 1-3,55025011506,0.0026560424966799467
TOWN OF SUN PRAIRIE WARDS 1-3,DANE,DANE - TOWN OF SUN PRAIRIE WARDS 1-3,55025011600,0.053784860557768925
TOWN OF SUN PRAIRIE WARDS 1-3,DANE,DANE - TOWN OF SUN PRAIRIE WARDS 1-3,55025011700,0.9369189907038512
TOWN OF SUN PRAIRIE WARDS 1-3,DANE,DANE - TOWN OF SUN PRAIRIE WARDS 1-3,55025012003,0.00199203187250996
TOWN OF SUN PRAIRIE WARDS 1-3,DANE,DANE - TOWN OF SUN PRAIRIE WARDS 1-3,55025012004,0.004648074369189907
TOWN OF VERMONT WARD 1,DANE,DANE - TOWN OF VERMONT WARD 1,55025012700,1
TOWN OF VERONA WARDS 1-3,DANE,DANE - TOWN OF VERONA WARDS 1-3,55025000504,0.015304067660088603
TOWN OF VERONA WARDS 1-3,DANE,DANE - TOWN OF VERONA WARDS 1-3,55025010702,0.19975835682641965
TOWN OF VERONA WARDS 1-3,DANE,DANE - TOWN OF VERONA WARDS 1-3,55025010801,0.030608135320177206
TOWN OF VERONA WARDS 1-3,DANE,DANE - TOWN OF VERONA WARDS 1-3,55025010802,0.4494563028594442
TOWN OF VERONA WARDS 1-3,DANE,DANE - TOWN OF VERONA WARDS 1-3,55025010903,0.038662907772855415
TOWN OF VERONA WARDS 1-3,DANE,DANE - TOWN OF VERONA WARDS 1-3,55025010907,0.1788159484494563
TOWN OF VERONA WARDS 1-3,DANE,DANE - TOWN OF VERONA WARDS 1-3,55025012700,4.027386226339106e-4
TOWN OF VERONA WARDS 1-3,DANE,DANE - TOWN OF VERONA WARDS 1-3,55025013700,0.08699154248892468
TOWN OF VIENNA WARDS 1-2,DANE,DANE - TOWN OF VIENNA WARDS 1-2,55025011301,0.05315947843530592
TOWN OF VIENNA WARDS 1-2,DANE,DANE - TOWN OF VIENNA WARDS 1-2,55025013201,0.892678034102307
TOWN OF VIENNA WARDS 1-2,DANE,DANE - TOWN OF VIENNA WARDS 1-2,55025013302,0.05416248746238716
TOWN OF WESTPORT WARDS 1-5,DANE,DANE - TOWN OF WESTPORT WARDS 1-5,55025002302,0.0859016393442623
TOWN OF WESTPORT WARDS 1-5,DANE,DANE - TOWN OF WESTPORT WARDS 1-5,55025011103,0.19377049180327868
TOWN OF WESTPORT WARDS 1-5,DANE,DANE - TOWN OF WESTPORT WARDS 1-5,55025011104,0.020327868852459016
TOWN OF WESTPORT WARDS 1-5,DANE,DANE - TOWN OF WESTPORT WARDS 1-5,55025011201,0.15475409836065573
TOWN OF WESTPORT WARDS 1-5,DANE,DANE - TOWN OF WESTPORT WARDS 1-5,55025011202,0.5259016393442623
TOWN OF WESTPORT WARDS 1-5,DANE,DANE - TOWN OF WESTPORT WARDS 1-5,55025011301,0.012131147540983607
TOWN OF WESTPORT WARDS 1-5,DANE,DANE - TOWN OF WESTPORT WARDS 1-5,55025011302,0.007213114754098361
TOWN OF YORK WARD 1,DANE,DANE - TOWN OF YORK WARD 1,55025011800,1
VILLAGE OF BELLEVILLE WARDS 1-2,DANE,DANE - VILLAGE OF BELLEVILLE WARDS 1-2,55025012600,1
VILLAGE OF BLACK EARTH WARDS 1-2,DANE,DANE - VILLAGE OF BLACK EARTH WARDS 1-2,55025013100,1
VILLAGE OF BLUE MOUNDS WARD 1,DANE,DANE - VILLAGE OF BLUE MOUNDS WARD 1,55025012700,1
"VILLAGE OF BROOKLYN WARDS 1,3",DANE,"DANE - VILLAGE OF BROOKLYN WARDS 1,3",55025012400,1
VILLAGE OF CAMBRIDGE WARDS 2-3,DANE,DANE - VILLAGE OF CAMBRIDGE WARDS 2-3,55025011900,1
VILLAGE OF COTTAGE GROVE WARD 10,DANE,DANE - VILLAGE OF COTTAGE GROVE WARD 10,55025011700,1
"VILLAGE OF COTTAGE GROVE WARDS 1-3,5,7",DANE,"DANE - VILLAGE OF COTTAGE GROVE WARDS 1-3,5,7",55025011700,0.0021222410865874364
"VILLAGE OF COTTAGE GROVE WARDS 1-3,5,7",DANE,"DANE - VILLAGE OF COTTAGE GROVE WARDS 1-3,5,7",55025012002,0.0021222410865874364
"VILLAGE OF COTTAGE GROVE WARDS 1-3,5,7",DANE,"DANE - VILLAGE OF COTTAGE GROVE WARDS 1-3,5,7",55025012003,0.9953310696095077
"VILLAGE OF COTTAGE GROVE WARDS 1-3,5,7",DANE,"DANE - VILLAGE OF COTTAGE GROVE WARDS 1-3,5,7",55025012004,4.2444821731748726e-4
"VILLAGE OF COTTAGE GROVE WARDS 4,6,8-9",DANE,"DANE - VILLAGE OF COTTAGE GROVE WARDS 4,6,8-9",55025012002,8.82223202470225e-4
"VILLAGE OF COTTAGE GROVE WARDS 4,6,8-9",DANE,"DANE - VILLAGE OF COTTAGE GROVE WARDS 4,6,8-9",55025012003,0.4772827525363917
"VILLAGE OF COTTAGE GROVE WARDS 4,6,8-9",DANE,"DANE - VILLAGE OF COTTAGE GROVE WARDS 4,6,8-9",55025012004,0.521835024261138
VILLAGE OF CROSS PLAINS WARDS 1-6,DANE,DANE - VILLAGE OF CROSS PLAINS WARDS 1-6,55025013000,1
VILLAGE OF DANE WARD 1,DANE,DANE - VILLAGE OF DANE WARD 1,55025013201,1
VILLAGE OF DEERFIELD WARDS 1-3,DANE,DANE - VILLAGE OF DEERFIELD WARDS 1-3,55025011900,1
"VILLAGE OF DEFOREST WARDS 1-5,11,18-19",DANE,"DANE - VILLAGE OF DEFOREST WARDS 1-5,11,18-19",55025013301,0.750956726523403
"VILLAGE OF DEFOREST WARDS 1-5,11,18-19",DANE,"DANE - VILLAGE OF DEFOREST WARDS 1-5,11,18-19",55025013302,0.249043273476597
"VILLAGE OF DEFOREST WARDS 6-10,12-17",DANE,"DANE - VILLAGE OF DEFOREST WARDS 6-10,12-17",55025011404,0.04520631067961165
"VILLAGE OF DEFOREST WARDS 6-10,12-17",DANE,"DANE - VILLAGE OF DEFOREST WARDS 6-10,12-17",55025013201,0.0625
"VILLAGE OF DEFOREST WARDS 6-10,12-17",DANE,"DANE - VILLAGE OF DEFOREST WARDS 6-10,12-17",55025013202,0.24696601941747573
"VILLAGE OF DEFOREST WARDS 6-10,12-17",DANE,"DANE - VILLAGE OF DEFOREST WARDS 6-10,12-17",55025013302,0.6453276699029126
VILLAGE OF MAPLE BLUFF WARDS 1-2,DANE,DANE - VILLAGE OF MAPLE BLUFF WARDS 1-2,55025002100,0.02135561745589601
VILLAGE OF MAPLE BLUFF WARDS 1-2,DANE,DANE - VILLAGE OF MAPLE BLUFF WARDS 1-2,55025010200,0.978644382544104
VILLAGE OF MARSHALL WARDS 1-5,DANE,DANE - VILLAGE OF MARSHALL WARDS 1-5,55025011800,1
VILLAGE OF MAZOMANIE WARDS 1-3,DANE,DANE - VILLAGE OF MAZOMANIE WARDS 1-3,55025013100,1
VILLAGE OF MCFARLAND WARD 13,DANE,DANE - VILLAGE OF MCFARLAND WARD 13,55025012002,1
VILLAGE OF MCFARLAND WARDS 1-6,DANE,DANE - VILLAGE OF MCFARLAND WARDS 1-6,55025010501,0.04661487236403995
VILLAGE OF MCFARLAND WARDS 1-6,DANE,DANE - VILLAGE OF MCFARLAND WARDS 1-6,55025010503,0.4159267480577136
VILLAGE OF MCFARLAND WARDS 1-6,DANE,DANE - VILLAGE OF MCFARLAND WARDS 1-6,55025010504,0.5244173140954494
VILLAGE OF MCFARLAND WARDS 1-6,DANE,DANE - VILLAGE OF MCFARLAND WARDS 1-6,55025011407,0.013041065482796892
VILLAGE OF MCFARLAND WARDS 7-12,DANE,DANE - VILLAGE OF MCFARLAND WARDS 7-12,55025010503,0.8119515252820727
VILLAGE OF MCFARLAND WARDS 7-12,DANE,DANE - VILLAGE OF MCFARLAND WARDS 7-12,55025010504,0.16213957375679064
VILLAGE OF MCFARLAND WARDS 7-12,DANE,DANE - VILLAGE OF MCFARLAND WARDS 7-12,55025010600,0.025073129962390306
VILLAGE OF MCFARLAND WARDS 7-12,DANE,DANE - VILLAGE OF MCFARLAND WARDS 7-12,55025012002,8.357709987463436e-4
VILLAGE OF MOUNT HOREB WARDS 1-5,DANE,DANE - VILLAGE OF MOUNT HOREB WARDS 1-5,55025012800,1
VILLAGE OF MOUNT HOREB WARDS 6-11,DANE,DANE - VILLAGE OF MOUNT HOREB WARDS 6-11,55025012800,1
VILLAGE OF OREGON WARDS 1-4,DANE,DANE - VILLAGE OF OREGON WARDS 1-4,55025012501,0.928416485900217
VILLAGE OF OREGON WARDS 1-4,DANE,DANE - VILLAGE OF OREGON WARDS 1-4,55025012502,0.07158351409978309
VILLAGE OF OREGON WARDS 10-15,DANE,DANE - VILLAGE OF OREGON WARDS 10-15,55025012501,0.38510718315156073
VILLAGE OF OREGON WARDS 10-15,DANE,DANE - VILLAGE OF OREGON WARDS 10-15,55025012502,0.6148928168484392
VILLAGE OF OREGON WARDS 5-9,DANE,DANE - VILLAGE OF OREGON WARDS 5-9,55025012501,0.3475263584752636
VILLAGE OF OREGON WARDS 5-9,DANE,DANE - VILLAGE OF OREGON WARDS 5-9,55025012502,0.6524736415247364
VILLAGE OF ROCKDALE WARD 1,DANE,DANE - VILLAGE OF ROCKDALE WARD 1,55025011900,1
VILLAGE OF SHOREWOOD HILLS WARDS 1-2,DANE,DANE - VILLAGE OF SHOREWOOD HILLS WARDS 1-2,55025003200,0.014363885088919288
VILLAGE OF SHOREWOOD HILLS WARDS 1-2,DANE,DANE - VILLAGE OF SHOREWOOD HILLS WARDS 1-2,55025010100,0.9856361149110807
VILLAGE OF WAUNAKEE WARDS 1-5,DANE,DANE - VILLAGE OF WAUNAKEE WARDS 1-5,55025011202,0.0012961762799740765
VILLAGE OF WAUNAKEE WARDS 1-5,DANE,DANE - VILLAGE OF WAUNAKEE WARDS 1-5,55025011301,0.998703823720026
VILLAGE OF WAUNAKEE WARDS 6-13,DANE,DANE - VILLAGE OF WAUNAKEE WARDS 6-13,55025011201,0.18300921187308086
VILLAGE OF WAUNAKEE WARDS 6-13,DANE,DANE - VILLAGE OF WAUNAKEE WARDS 6-13,55025011202,0.3907881269191402
VILLAGE OF WAUNAKEE WARDS 6-13,DANE,DANE - VILLAGE OF WAUNAKEE WARDS 6-13,55025011302,0.4262026612077789
VILLAGE OF WINDSOR WARDS 1-5,DANE,DANE - VILLAGE OF WINDSOR WARDS 1-5,55025011507,0.021248915871639202
VILLAGE OF WINDSOR WARDS 1-5,DANE,DANE - VILLAGE OF WINDSOR WARDS 1-5,55025011508,0.06331309627059845
VILLAGE OF WINDSOR WARDS 1-5,DANE,DANE - VILLAGE OF WINDSOR WARDS 1-5,55025013202,0.7974848222029488
VILLAGE OF WINDSOR WARDS 1-5,DANE,DANE - VILLAGE OF WINDSOR WARDS 1-5,55025013301,0.11274934952298352
VILLAGE OF WINDSOR WARDS 1-5,DANE,DANE - VILLAGE OF WINDSOR WARDS 1-5,55025013302,0.005203816131830009
VILLAGE OF WINDSOR WARDS 6-14,DANE,DANE - VILLAGE OF WINDSOR WARDS 6-14,55025013202,0.7712609970674487
VILLAGE OF WINDSOR WARDS 6-14,DANE,DANE - VILLAGE OF WINDSOR WARDS 6-14,55025013301,0.12544802867383512
VILLAGE OF WINDSOR WARDS 6-14,DANE,DANE - VILLAGE OF WINDSOR WARDS 6-14,55025013302,0.1032909742587162
CITY OF BEAVER DAM WARD 25,DODGE,DODGE - CITY OF BEAVER DAM WARD 25,55027960400,1
"CITY OF BEAVER DAM WARDS 1-2,4,16",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 1-2,4,16",55027960400,0.03934191702432046
"CITY OF BEAVER DAM WARDS 1-2,4,16",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 1-2,4,16",55027960800,0.11087267525035766
"CITY OF BEAVER DAM WARDS 1-2,4,16",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 1-2,4,16",55027960900,0.012160228898426323
"CITY OF BEAVER DAM WARDS 1-2,4,16",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 1-2,4,16",55027961000,0.8376251788268956
"CITY OF BEAVER DAM WARDS 17-18,21-22,24,28",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 17-18,21-22,24,28",55027960400,0.0013937282229965157
"CITY OF BEAVER DAM WARDS 17-18,21-22,24,28",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 17-18,21-22,24,28",55027960700,0.6829268292682927
"CITY OF BEAVER DAM WARDS 17-18,21-22,24,28",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 17-18,21-22,24,28",55027960800,0.31567944250871083
"CITY OF BEAVER DAM WARDS 3,5-7",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 3,5-7",55027960900,0.8322784810126582
"CITY OF BEAVER DAM WARDS 3,5-7",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 3,5-7",55027961000,0.16772151898734178
"CITY OF BEAVER DAM WARDS 8,11,19-20,23,27",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 8,11,19-20,23,27",55027960700,0.6589497459062676
"CITY OF BEAVER DAM WARDS 8,11,19-20,23,27",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 8,11,19-20,23,27",55027960800,0.06719367588932806
"CITY OF BEAVER DAM WARDS 8,11,19-20,23,27",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 8,11,19-20,23,27",55027960900,0.25691699604743085
"CITY OF BEAVER DAM WARDS 8,11,19-20,23,27",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 8,11,19-20,23,27",55027961000,0.01693958215697346
"CITY OF BEAVER DAM WARDS 9-10,12-15",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 9-10,12-15",55027960400,0.0033613445378151263
"CITY OF BEAVER DAM WARDS 9-10,12-15",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 9-10,12-15",55027960800,0.5803921568627451
"CITY OF BEAVER DAM WARDS 9-10,12-15",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 9-10,12-15",55027960900,0.28291316526610644
"CITY OF BEAVER DAM WARDS 9-10,12-15",DODGE,"DODGE - CITY OF BEAVER DAM WARDS 9-10,12-15",55027961000,0.13333333333333333
CITY OF FOX LAKE WARDS 1-3,DODGE,DODGE - CITY OF FOX LAKE WARDS 1-3,55027960400,0.002564102564102564
CITY OF FOX LAKE WARDS 1-3,DODGE,DODGE - CITY OF FOX LAKE WARDS 1-3,55027960500,0.9974358974358974
CITY OF HARTFORD WARD 11,DODGE,DODGE - CITY OF HARTFORD WARD 11,55027961500,1
CITY OF HORICON WARDS 1-6,DODGE,DODGE - CITY OF HORICON WARDS 1-6,55027960200,0.052576235541535225
CITY OF HORICON WARDS 1-6,DODGE,DODGE - CITY OF HORICON WARDS 1-6,55027961100,0.06887486855941115
CITY OF HORICON WARDS 1-6,DODGE,DODGE - CITY OF HORICON WARDS 1-6,55027961200,0.8569926393270242
CITY OF HORICON WARDS 1-6,DODGE,DODGE - CITY OF HORICON WARDS 1-6,55027961400,0.021556256572029444
CITY OF JUNEAU WARDS 1-3,DODGE,DODGE - CITY OF JUNEAU WARDS 1-3,55027961100,1
CITY OF MAYVILLE WARDS 1-6,DODGE,DODGE - CITY OF MAYVILLE WARDS 1-6,55027961300,1
CITY OF WATERTOWN WARD 8,DODGE,DODGE - CITY OF WATERTOWN WARD 8,55027961700,0.34156378600823045
CITY OF WATERTOWN WARD 8,DODGE,DODGE - CITY OF WATERTOWN WARD 8,55027961900,0.6584362139917695
CITY OF WATERTOWN WARDS 1-2,DODGE,DODGE - CITY OF WATERTOWN WARDS 1-2,55027961700,0.024872448979591837
CITY OF WATERTOWN WARDS 1-2,DODGE,DODGE - CITY OF WATERTOWN WARDS 1-2,55027961900,0.5809948979591837
CITY OF WATERTOWN WARDS 1-2,DODGE,DODGE - CITY OF WATERTOWN WARDS 1-2,55027962000,0.39413265306122447
"CITY OF WATERTOWN WARDS 3-4,23",DODGE,"DODGE - CITY OF WATERTOWN WARDS 3-4,23",55027961700,0.0636292223095051
"CITY OF WATERTOWN WARDS 3-4,23",DODGE,"DODGE - CITY OF WATERTOWN WARDS 3-4,23",55027961900,0.6944226237234878
"CITY OF WATERTOWN WARDS 3-4,23",DODGE,"DODGE - CITY OF WATERTOWN WARDS 3-4,23",55027962000,0.24194815396700706
CITY OF WATERTOWN WARDS 5-7,DODGE,DODGE - CITY OF WATERTOWN WARDS 5-7,55027961900,0.7554129911788292
CITY OF WATERTOWN WARDS 5-7,DODGE,DODGE - CITY OF WATERTOWN WARDS 5-7,55027962000,0.23977546110665598
CITY OF WATERTOWN WARDS 5-7,DODGE,DODGE - CITY OF WATERTOWN WARDS 5-7,55055100302,0.0048115477145148355
