contest,reporting_unit,candidate,votes,county,ctv,municipality
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 74,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 74,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 75,DEM KAMALA D. HARRIS / TIM WALZ,510,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 75,REP DONALD J. TRUMP / JD VANCE,116,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 75,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 75,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 75,WGN JILL STEIN / RUDOLPH WARE,3,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 75,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 75,IND CORNEL WEST / MELINA ABDULLAH,3,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 75,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",4,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 75,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 76,DEM KAMALA D. HARRIS / TIM WALZ,487,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 76,REP DONALD J. TRUMP / JD VANCE,122,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 76,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 76,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 76,WGN JILL STEIN / RUDOLPH WARE,3,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 76,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 76,IND CORNEL WEST / MELINA ABDULLAH,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 76,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 76,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 77,DEM KAMALA D. HARRIS / TIM WALZ,453,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 77,REP DONALD J. TRUMP / JD VANCE,177,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 77,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 77,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 77,WGN JILL STEIN / RUDOLPH WARE,3,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 77,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 77,IND CORNEL WEST / MELINA ABDULLAH,3,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 77,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",3,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 77,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 78,DEM KAMALA D. HARRIS / TIM WALZ,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 78,REP DONALD J. TRUMP / JD VANCE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 78,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 78,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 78,WGN JILL STEIN / RUDOLPH WARE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 78,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 78,IND CORNEL WEST / MELINA ABDULLAH,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 78,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 78,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 79,DEM KAMALA D. HARRIS / TIM WALZ,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 79,REP DONALD J. TRUMP / JD VANCE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 79,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 79,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 79,WGN JILL STEIN / RUDOLPH WARE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 79,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 79,IND CORNEL WEST / MELINA ABDULLAH,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 79,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 79,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 80,DEM KAMALA D. HARRIS / TIM WALZ,262,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 80,REP DONALD J. TRUMP / JD VANCE,150,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 80,CON RANDALL TERRY / STEPHEN BRODEN,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 80,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 80,WGN JILL STEIN / RUDOLPH WARE,5,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 80,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 80,IND CORNEL WEST / MELINA ABDULLAH,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 80,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 80,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 81,DEM KAMALA D. HARRIS / TIM WALZ,266,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 81,REP DONALD J. TRUMP / JD VANCE,120,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 81,CON RANDALL TERRY / STEPHEN BRODEN,3,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 81,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,3,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 81,WGN JILL STEIN / RUDOLPH WARE,6,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 81,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 81,IND CORNEL WEST / MELINA ABDULLAH,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 81,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 81,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 82,DEM KAMALA D. HARRIS / TIM WALZ,119,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 82,REP DONALD J. TRUMP / JD VANCE,36,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 82,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 82,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 82,WGN JILL STEIN / RUDOLPH WARE,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 82,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 82,IND CORNEL WEST / MELINA ABDULLAH,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 82,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 82,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 83,DEM KAMALA D. HARRIS / TIM WALZ,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 83,REP DONALD J. TRUMP / JD VANCE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 83,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 83,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 83,WGN JILL STEIN / RUDOLPH WARE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 83,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 83,IND CORNEL WEST / MELINA ABDULLAH,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 83,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 83,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 84,DEM KAMALA D. HARRIS / TIM WALZ,344,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 84,REP DONALD J. TRUMP / JD VANCE,35,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 84,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 84,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 84,WGN JILL STEIN / RUDOLPH WARE,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 84,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 84,IND CORNEL WEST / MELINA ABDULLAH,4,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 84,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 84,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 85,DEM KAMALA D. HARRIS / TIM WALZ,617,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 85,REP DONALD J. TRUMP / JD VANCE,212,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 85,CON RANDALL TERRY / STEPHEN BRODEN,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 85,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 85,WGN JILL STEIN / RUDOLPH WARE,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 85,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 85,IND CORNEL WEST / MELINA ABDULLAH,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 85,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",7,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 85,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 86,DEM KAMALA D. HARRIS / TIM WALZ,390,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 86,REP DONALD J. TRUMP / JD VANCE,139,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 86,CON RANDALL TERRY / STEPHEN BRODEN,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 86,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 86,WGN JILL STEIN / RUDOLPH WARE,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 86,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 86,IND CORNEL WEST / MELINA ABDULLAH,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 86,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 86,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 87,DEM KAMALA D. HARRIS / TIM WALZ,352,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 87,REP DONALD J. TRUMP / JD VANCE,154,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 87,CON RANDALL TERRY / STEPHEN BRODEN,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 87,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 87,WGN JILL STEIN / RUDOLPH WARE,5,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 87,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 87,IND CORNEL WEST / MELINA ABDULLAH,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 87,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 87,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 88,DEM KAMALA D. HARRIS / TIM WALZ,582,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 88,REP DONALD J. TRUMP / JD VANCE,80,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 88,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 88,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 88,WGN JILL STEIN / RUDOLPH WARE,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 88,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 88,IND CORNEL WEST / MELINA ABDULLAH,3,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 88,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 88,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 89,DEM KAMALA D. HARRIS / TIM WALZ,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 89,REP DONALD J. TRUMP / JD VANCE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 89,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 89,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 89,WGN JILL STEIN / RUDOLPH WARE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 89,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 89,IND CORNEL WEST / MELINA ABDULLAH,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 89,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 89,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 90,DEM KAMALA D. HARRIS / TIM WALZ,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 90,REP DONALD J. TRUMP / JD VANCE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 90,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 90,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 90,WGN JILL STEIN / RUDOLPH WARE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 90,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 90,IND CORNEL WEST / MELINA ABDULLAH,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 90,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 90,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 91,DEM KAMALA D. HARRIS / TIM WALZ,171,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 91,REP DONALD J. TRUMP / JD VANCE,19,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 91,CON RANDALL TERRY / STEPHEN BRODEN,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 91,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 91,WGN JILL STEIN / RUDOLPH WARE,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 91,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 91,IND CORNEL WEST / MELINA ABDULLAH,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 91,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 91,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 92,DEM KAMALA D. HARRIS / TIM WALZ,287,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 92,REP DONALD J. TRUMP / JD VANCE,32,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 92,CON RANDALL TERRY / STEPHEN BRODEN,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 92,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 92,WGN JILL STEIN / RUDOLPH WARE,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 92,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 92,IND CORNEL WEST / MELINA ABDULLAH,2,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 92,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 92,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 93,DEM KAMALA D. HARRIS / TIM WALZ,361,MILWAUKEE,C,MILWAUKEE
PRESIDENT / VICE PRESIDENT,CITY OF MILWAUKEE WARD 93,REP DONALD J. TRUMP / JD VANCE,57,MILWAUKEE,C,MILWAUKEE
